Country,year,metric,amount
Tajikistan,1954,USD Constant,NA
Tajikistan,1954,USD Current,NA
Tajikistan,1954,GDP Percent,NA
Tajikistan,1954,Government Percent,NA
Tajikistan,1954,Military Capita Spending,NA
Tajikistan,1955,USD Constant,NA
Tajikistan,1955,USD Current,NA
Tajikistan,1955,GDP Percent,NA
Tajikistan,1955,Government Percent,NA
Tajikistan,1955,Military Capita Spending,NA
Tajikistan,1956,USD Constant,NA
Tajikistan,1956,USD Current,NA
Tajikistan,1956,GDP Percent,NA
Tajikistan,1956,Government Percent,NA
Tajikistan,1956,Military Capita Spending,NA
Tajikistan,1957,USD Constant,NA
Tajikistan,1957,USD Current,NA
Tajikistan,1957,GDP Percent,NA
Tajikistan,1957,Government Percent,NA
Tajikistan,1957,Military Capita Spending,NA
Tajikistan,1958,USD Constant,NA
Tajikistan,1958,USD Current,NA
Tajikistan,1958,GDP Percent,NA
Tajikistan,1958,Government Percent,NA
Tajikistan,1958,Military Capita Spending,NA
Tajikistan,1959,USD Constant,NA
Tajikistan,1959,USD Current,NA
Tajikistan,1959,GDP Percent,NA
Tajikistan,1959,Government Percent,NA
Tajikistan,1959,Military Capita Spending,NA
Tajikistan,1960,USD Constant,NA
Tajikistan,1960,USD Current,NA
Tajikistan,1960,GDP Percent,NA
Tajikistan,1960,Government Percent,NA
Tajikistan,1960,Military Capita Spending,NA
Tajikistan,1961,USD Constant,NA
Tajikistan,1961,USD Current,NA
Tajikistan,1961,GDP Percent,NA
Tajikistan,1961,Government Percent,NA
Tajikistan,1961,Military Capita Spending,NA
Tajikistan,1962,USD Constant,NA
Tajikistan,1962,USD Current,NA
Tajikistan,1962,GDP Percent,NA
Tajikistan,1962,Government Percent,NA
Tajikistan,1962,Military Capita Spending,NA
Tajikistan,1963,USD Constant,NA
Tajikistan,1963,USD Current,NA
Tajikistan,1963,GDP Percent,NA
Tajikistan,1963,Government Percent,NA
Tajikistan,1963,Military Capita Spending,NA
Tajikistan,1964,USD Constant,NA
Tajikistan,1964,USD Current,NA
Tajikistan,1964,GDP Percent,NA
Tajikistan,1964,Government Percent,NA
Tajikistan,1964,Military Capita Spending,NA
Tajikistan,1965,USD Constant,NA
Tajikistan,1965,USD Current,NA
Tajikistan,1965,GDP Percent,NA
Tajikistan,1965,Government Percent,NA
Tajikistan,1965,Military Capita Spending,NA
Tajikistan,1966,USD Constant,NA
Tajikistan,1966,USD Current,NA
Tajikistan,1966,GDP Percent,NA
Tajikistan,1966,Government Percent,NA
Tajikistan,1966,Military Capita Spending,NA
Tajikistan,1967,USD Constant,NA
Tajikistan,1967,USD Current,NA
Tajikistan,1967,GDP Percent,NA
Tajikistan,1967,Government Percent,NA
Tajikistan,1967,Military Capita Spending,NA
Tajikistan,1968,USD Constant,NA
Tajikistan,1968,USD Current,NA
Tajikistan,1968,GDP Percent,NA
Tajikistan,1968,Government Percent,NA
Tajikistan,1968,Military Capita Spending,NA
Tajikistan,1969,USD Constant,NA
Tajikistan,1969,USD Current,NA
Tajikistan,1969,GDP Percent,NA
Tajikistan,1969,Government Percent,NA
Tajikistan,1969,Military Capita Spending,NA
Tajikistan,1970,USD Constant,NA
Tajikistan,1970,USD Current,NA
Tajikistan,1970,GDP Percent,NA
Tajikistan,1970,Government Percent,NA
Tajikistan,1970,Military Capita Spending,NA
Tajikistan,1971,USD Constant,NA
Tajikistan,1971,USD Current,NA
Tajikistan,1971,GDP Percent,NA
Tajikistan,1971,Government Percent,NA
Tajikistan,1971,Military Capita Spending,NA
Tajikistan,1972,USD Constant,NA
Tajikistan,1972,USD Current,NA
Tajikistan,1972,GDP Percent,NA
Tajikistan,1972,Government Percent,NA
Tajikistan,1972,Military Capita Spending,NA
Tajikistan,1973,USD Constant,NA
Tajikistan,1973,USD Current,NA
Tajikistan,1973,GDP Percent,NA
Tajikistan,1973,Government Percent,NA
Tajikistan,1973,Military Capita Spending,NA
Tajikistan,1974,USD Constant,NA
Tajikistan,1974,USD Current,NA
Tajikistan,1974,GDP Percent,NA
Tajikistan,1974,Government Percent,NA
Tajikistan,1974,Military Capita Spending,NA
Tajikistan,1975,USD Constant,NA
Tajikistan,1975,USD Current,NA
Tajikistan,1975,GDP Percent,NA
Tajikistan,1975,Government Percent,NA
Tajikistan,1975,Military Capita Spending,NA
Tajikistan,1976,USD Constant,NA
Tajikistan,1976,USD Current,NA
Tajikistan,1976,GDP Percent,NA
Tajikistan,1976,Government Percent,NA
Tajikistan,1976,Military Capita Spending,NA
Tajikistan,1977,USD Constant,NA
Tajikistan,1977,USD Current,NA
Tajikistan,1977,GDP Percent,NA
Tajikistan,1977,Government Percent,NA
Tajikistan,1977,Military Capita Spending,NA
Tajikistan,1978,USD Constant,NA
Tajikistan,1978,USD Current,NA
Tajikistan,1978,GDP Percent,NA
Tajikistan,1978,Government Percent,NA
Tajikistan,1978,Military Capita Spending,NA
Tajikistan,1979,USD Constant,NA
Tajikistan,1979,USD Current,NA
Tajikistan,1979,GDP Percent,NA
Tajikistan,1979,Government Percent,NA
Tajikistan,1979,Military Capita Spending,NA
Tajikistan,1980,USD Constant,NA
Tajikistan,1980,USD Current,NA
Tajikistan,1980,GDP Percent,NA
Tajikistan,1980,Government Percent,NA
Tajikistan,1980,Military Capita Spending,NA
Tajikistan,1981,USD Constant,NA
Tajikistan,1981,USD Current,NA
Tajikistan,1981,GDP Percent,NA
Tajikistan,1981,Government Percent,NA
Tajikistan,1981,Military Capita Spending,NA
Tajikistan,1982,USD Constant,NA
Tajikistan,1982,USD Current,NA
Tajikistan,1982,GDP Percent,NA
Tajikistan,1982,Government Percent,NA
Tajikistan,1982,Military Capita Spending,NA
Tajikistan,1983,USD Constant,NA
Tajikistan,1983,USD Current,NA
Tajikistan,1983,GDP Percent,NA
Tajikistan,1983,Government Percent,NA
Tajikistan,1983,Military Capita Spending,NA
Tajikistan,1984,USD Constant,NA
Tajikistan,1984,USD Current,NA
Tajikistan,1984,GDP Percent,NA
Tajikistan,1984,Government Percent,NA
Tajikistan,1984,Military Capita Spending,NA
Tajikistan,1985,USD Constant,NA
Tajikistan,1985,USD Current,NA
Tajikistan,1985,GDP Percent,NA
Tajikistan,1985,Government Percent,NA
Tajikistan,1985,Military Capita Spending,NA
Tajikistan,1986,USD Constant,NA
Tajikistan,1986,USD Current,NA
Tajikistan,1986,GDP Percent,NA
Tajikistan,1986,Government Percent,NA
Tajikistan,1986,Military Capita Spending,NA
Tajikistan,1987,USD Constant,NA
Tajikistan,1987,USD Current,NA
Tajikistan,1987,GDP Percent,NA
Tajikistan,1987,Government Percent,NA
Tajikistan,1987,Military Capita Spending,NA
Tajikistan,1988,USD Constant,NA
Tajikistan,1988,USD Current,NA
Tajikistan,1988,GDP Percent,NA
Tajikistan,1988,Government Percent,NA
Tajikistan,1988,Military Capita Spending,NA
Tajikistan,1989,USD Constant,NA
Tajikistan,1989,USD Current,NA
Tajikistan,1989,GDP Percent,NA
Tajikistan,1989,Government Percent,NA
Tajikistan,1989,Military Capita Spending,NA
Tajikistan,1990,USD Constant,NA
Tajikistan,1990,USD Current,NA
Tajikistan,1990,GDP Percent,NA
Tajikistan,1990,Government Percent,NA
Tajikistan,1990,Military Capita Spending,NA
Tajikistan,1991,USD Constant,NA
Tajikistan,1991,USD Current,NA
Tajikistan,1991,GDP Percent,NA
Tajikistan,1991,Government Percent,NA
Tajikistan,1991,Military Capita Spending,NA
Tajikistan,1992,USD Constant,35462620
Tajikistan,1992,USD Current,1037059
Tajikistan,1992,GDP Percent,0
Tajikistan,1992,Government Percent,NA
Tajikistan,1992,Military Capita Spending,0
Tajikistan,1993,USD Constant,126428819
Tajikistan,1993,USD Current,23498175
Tajikistan,1993,GDP Percent,0
Tajikistan,1993,Government Percent,NA
Tajikistan,1993,Military Capita Spending,4
Tajikistan,1994,USD Constant,40103151
Tajikistan,1994,USD Current,14182892
Tajikistan,1994,GDP Percent,0
Tajikistan,1994,Government Percent,NA
Tajikistan,1994,Military Capita Spending,2
Tajikistan,1995,USD Constant,11549645
Tajikistan,1995,USD Current,5803401
Tajikistan,1995,GDP Percent,1.1
Tajikistan,1995,Government Percent,NA
Tajikistan,1995,Military Capita Spending,1
Tajikistan,1996,USD Constant,12425744
Tajikistan,1996,USD Current,13458545
Tajikistan,1996,GDP Percent,1.29
Tajikistan,1996,Government Percent,NA
Tajikistan,1996,Military Capita Spending,2
Tajikistan,1997,USD Constant,17808289
Tajikistan,1997,USD Current,19050989
Tajikistan,1997,GDP Percent,1.7
Tajikistan,1997,Government Percent,NA
Tajikistan,1997,Military Capita Spending,3
Tajikistan,1998,USD Constant,20390031
Tajikistan,1998,USD Current,22613230
Tajikistan,1998,GDP Percent,1.71
Tajikistan,1998,Government Percent,10.21
Tajikistan,1998,Military Capita Spending,4
Tajikistan,1999,USD Constant,17055861
Tajikistan,1999,USD Current,15126152
Tajikistan,1999,GDP Percent,1.39
Tajikistan,1999,Government Percent,7.93
Tajikistan,1999,Military Capita Spending,2
Tajikistan,2000,USD Constant,14739792
Tajikistan,2000,USD Current,10353281
Tajikistan,2000,GDP Percent,0.6
Tajikistan,2000,Government Percent,6.21
Tajikistan,2000,Military Capita Spending,2
Tajikistan,2001,USD Constant,14633577
Tajikistan,2001,USD Current,12468226
Tajikistan,2001,GDP Percent,0.58
Tajikistan,2001,Government Percent,6.4
Tajikistan,2001,Military Capita Spending,2
Tajikistan,2002,USD Constant,31168632
Tajikistan,2002,USD Current,25577668
Tajikistan,2002,GDP Percent,1.05
Tajikistan,2002,Government Percent,11.01
Tajikistan,2002,Military Capita Spending,4
Tajikistan,2003,USD Constant,40351567
Tajikistan,2003,USD Current,34788346
Tajikistan,2003,GDP Percent,1.12
Tajikistan,2003,Government Percent,11.73
Tajikistan,2003,Military Capita Spending,5
Tajikistan,2004,USD Constant,47358454
Tajikistan,2004,USD Current,45110099
Tajikistan,2004,GDP Percent,1.13
Tajikistan,2004,Government Percent,10.72
Tajikistan,2004,Military Capita Spending,7
Tajikistan,2005,USD Constant,NA
Tajikistan,2005,USD Current,NA
Tajikistan,2005,GDP Percent,NA
Tajikistan,2005,Government Percent,NA
Tajikistan,2005,Military Capita Spending,NA
Tajikistan,2006,USD Constant,NA
Tajikistan,2006,USD Current,NA
Tajikistan,2006,GDP Percent,NA
Tajikistan,2006,Government Percent,NA
Tajikistan,2006,Military Capita Spending,NA
Tajikistan,2007,USD Constant,NA
Tajikistan,2007,USD Current,NA
Tajikistan,2007,GDP Percent,NA
Tajikistan,2007,Government Percent,NA
Tajikistan,2007,Military Capita Spending,NA
Tajikistan,2008,USD Constant,39567107
Tajikistan,2008,USD Current,52467121
Tajikistan,2008,GDP Percent,1.02
Tajikistan,2008,Government Percent,3.76
Tajikistan,2008,Military Capita Spending,7
Tajikistan,2009,USD Constant,40671219
Tajikistan,2009,USD Current,47529274
Tajikistan,2009,GDP Percent,0.95
Tajikistan,2009,Government Percent,3.33
Tajikistan,2009,Military Capita Spending,6
Tajikistan,2010,USD Constant,45672025
Tajikistan,2010,USD Current,53756934
Tajikistan,2010,GDP Percent,0.95
Tajikistan,2010,Government Percent,3.65
Tajikistan,2010,Military Capita Spending,7
Tajikistan,2011,USD Constant,56761811
Tajikistan,2011,USD Current,71342117
Tajikistan,2011,GDP Percent,1.09
Tajikistan,2011,Government Percent,4.05
Tajikistan,2011,Military Capita Spending,9
Tajikistan,2012,USD Constant,58937552
Tajikistan,2012,USD Current,76260472
Tajikistan,2012,GDP Percent,1
Tajikistan,2012,Government Percent,4.07
Tajikistan,2012,Military Capita Spending,10
Tajikistan,2013,USD Constant,NA
Tajikistan,2013,USD Current,NA
Tajikistan,2013,GDP Percent,NA
Tajikistan,2013,Government Percent,NA
Tajikistan,2013,Military Capita Spending,NA
Tajikistan,2014,USD Constant,75342433
Tajikistan,2014,USD Current,104280689
Tajikistan,2014,GDP Percent,1.13
Tajikistan,2014,Government Percent,3.96
Tajikistan,2014,Military Capita Spending,13
Tajikistan,2015,USD Constant,85882098
Tajikistan,2015,USD Current,100679580
Tajikistan,2015,GDP Percent,1.28
Tajikistan,2015,Government Percent,4.02
Tajikistan,2015,Military Capita Spending,12
Tajikistan,2016,USD Constant,86497332
Tajikistan,2016,USD Current,84590184
Tajikistan,2016,GDP Percent,1.22
Tajikistan,2016,Government Percent,3.12
Tajikistan,2016,Military Capita Spending,10
Tajikistan,2017,USD Constant,80227008
Tajikistan,2017,USD Current,78305242
Tajikistan,2017,GDP Percent,1.09
Tajikistan,2017,Government Percent,3.07
Tajikistan,2017,Military Capita Spending,9
Tajikistan,2018,USD Constant,84519937
Tajikistan,2018,USD Current,81419635
Tajikistan,2018,GDP Percent,1.08
Tajikistan,2018,Government Percent,3.4
Tajikistan,2018,Military Capita Spending,9
Tajikistan,2019,USD Constant,84523348
Tajikistan,2019,USD Current,84290062
Tajikistan,2019,GDP Percent,1.04
Tajikistan,2019,Government Percent,3.52
Tajikistan,2019,Military Capita Spending,9
Tajikistan,2020,USD Constant,80370010
Tajikistan,2020,USD Current,80370010
Tajikistan,2020,GDP Percent,1.01
Tajikistan,2020,Government Percent,3.37
Tajikistan,2020,Military Capita Spending,8
Tajikistan,2021,USD Constant,82993062
Tajikistan,2021,USD Current,81706776
Tajikistan,2021,GDP Percent,1.01
Tajikistan,2021,Government Percent,3.47
Tajikistan,2021,Military Capita Spending,8
Turkmenistan,1949,USD Constant,NA
Turkmenistan,1949,USD Current,NA
Turkmenistan,1949,GDP Percent,NA
Turkmenistan,1949,Government Percent,NA
Turkmenistan,1949,Military Capita Spending,NA
Turkmenistan,1950,USD Constant,NA
Turkmenistan,1950,USD Current,NA
Turkmenistan,1950,GDP Percent,NA
Turkmenistan,1950,Government Percent,NA
Turkmenistan,1950,Military Capita Spending,NA
Turkmenistan,1951,USD Constant,NA
Turkmenistan,1951,USD Current,NA
Turkmenistan,1951,GDP Percent,NA
Turkmenistan,1951,Government Percent,NA
Turkmenistan,1951,Military Capita Spending,NA
Turkmenistan,1952,USD Constant,NA
Turkmenistan,1952,USD Current,NA
Turkmenistan,1952,GDP Percent,NA
Turkmenistan,1952,Government Percent,NA
Turkmenistan,1952,Military Capita Spending,NA
Turkmenistan,1953,USD Constant,NA
Turkmenistan,1953,USD Current,NA
Turkmenistan,1953,GDP Percent,NA
Turkmenistan,1953,Government Percent,NA
Turkmenistan,1953,Military Capita Spending,NA
Turkmenistan,1954,USD Constant,NA
Turkmenistan,1954,USD Current,NA
Turkmenistan,1954,GDP Percent,NA
Turkmenistan,1954,Government Percent,NA
Turkmenistan,1954,Military Capita Spending,NA
Turkmenistan,1955,USD Constant,NA
Turkmenistan,1955,USD Current,NA
Turkmenistan,1955,GDP Percent,NA
Turkmenistan,1955,Government Percent,NA
Turkmenistan,1955,Military Capita Spending,NA
Turkmenistan,1956,USD Constant,NA
Turkmenistan,1956,USD Current,NA
Turkmenistan,1956,GDP Percent,NA
Turkmenistan,1956,Government Percent,NA
Turkmenistan,1956,Military Capita Spending,NA
Turkmenistan,1957,USD Constant,NA
Turkmenistan,1957,USD Current,NA
Turkmenistan,1957,GDP Percent,NA
Turkmenistan,1957,Government Percent,NA
Turkmenistan,1957,Military Capita Spending,NA
Turkmenistan,1958,USD Constant,NA
Turkmenistan,1958,USD Current,NA
Turkmenistan,1958,GDP Percent,NA
Turkmenistan,1958,Government Percent,NA
Turkmenistan,1958,Military Capita Spending,NA
Turkmenistan,1959,USD Constant,NA
Turkmenistan,1959,USD Current,NA
Turkmenistan,1959,GDP Percent,NA
Turkmenistan,1959,Government Percent,NA
Turkmenistan,1959,Military Capita Spending,NA
Turkmenistan,1960,USD Constant,NA
Turkmenistan,1960,USD Current,NA
Turkmenistan,1960,GDP Percent,NA
Turkmenistan,1960,Government Percent,NA
Turkmenistan,1960,Military Capita Spending,NA
Turkmenistan,1961,USD Constant,NA
Turkmenistan,1961,USD Current,NA
Turkmenistan,1961,GDP Percent,NA
Turkmenistan,1961,Government Percent,NA
Turkmenistan,1961,Military Capita Spending,NA
Turkmenistan,1962,USD Constant,NA
Turkmenistan,1962,USD Current,NA
Turkmenistan,1962,GDP Percent,NA
Turkmenistan,1962,Government Percent,NA
Turkmenistan,1962,Military Capita Spending,NA
Turkmenistan,1963,USD Constant,NA
Turkmenistan,1963,USD Current,NA
Turkmenistan,1963,GDP Percent,NA
Turkmenistan,1963,Government Percent,NA
Turkmenistan,1963,Military Capita Spending,NA
Turkmenistan,1964,USD Constant,NA
Turkmenistan,1964,USD Current,NA
Turkmenistan,1964,GDP Percent,NA
Turkmenistan,1964,Government Percent,NA
Turkmenistan,1964,Military Capita Spending,NA
Turkmenistan,1965,USD Constant,NA
Turkmenistan,1965,USD Current,NA
Turkmenistan,1965,GDP Percent,NA
Turkmenistan,1965,Government Percent,NA
Turkmenistan,1965,Military Capita Spending,NA
Turkmenistan,1966,USD Constant,NA
Turkmenistan,1966,USD Current,NA
Turkmenistan,1966,GDP Percent,NA
Turkmenistan,1966,Government Percent,NA
Turkmenistan,1966,Military Capita Spending,NA
Turkmenistan,1967,USD Constant,NA
Turkmenistan,1967,USD Current,NA
Turkmenistan,1967,GDP Percent,NA
Turkmenistan,1967,Government Percent,NA
Turkmenistan,1967,Military Capita Spending,NA
Turkmenistan,1968,USD Constant,NA
Turkmenistan,1968,USD Current,NA
Turkmenistan,1968,GDP Percent,NA
Turkmenistan,1968,Government Percent,NA
Turkmenistan,1968,Military Capita Spending,NA
Turkmenistan,1969,USD Constant,NA
Turkmenistan,1969,USD Current,NA
Turkmenistan,1969,GDP Percent,NA
Turkmenistan,1969,Government Percent,NA
Turkmenistan,1969,Military Capita Spending,NA
Turkmenistan,1970,USD Constant,NA
Turkmenistan,1970,USD Current,NA
Turkmenistan,1970,GDP Percent,NA
Turkmenistan,1970,Government Percent,NA
Turkmenistan,1970,Military Capita Spending,NA
Turkmenistan,1971,USD Constant,NA
Turkmenistan,1971,USD Current,NA
Turkmenistan,1971,GDP Percent,NA
Turkmenistan,1971,Government Percent,NA
Turkmenistan,1971,Military Capita Spending,NA
Turkmenistan,1972,USD Constant,NA
Turkmenistan,1972,USD Current,NA
Turkmenistan,1972,GDP Percent,NA
Turkmenistan,1972,Government Percent,NA
Turkmenistan,1972,Military Capita Spending,NA
Turkmenistan,1973,USD Constant,NA
Turkmenistan,1973,USD Current,NA
Turkmenistan,1973,GDP Percent,NA
Turkmenistan,1973,Government Percent,NA
Turkmenistan,1973,Military Capita Spending,NA
Turkmenistan,1974,USD Constant,NA
Turkmenistan,1974,USD Current,NA
Turkmenistan,1974,GDP Percent,NA
Turkmenistan,1974,Government Percent,NA
Turkmenistan,1974,Military Capita Spending,NA
Turkmenistan,1975,USD Constant,NA
Turkmenistan,1975,USD Current,NA
Turkmenistan,1975,GDP Percent,NA
Turkmenistan,1975,Government Percent,NA
Turkmenistan,1975,Military Capita Spending,NA
Turkmenistan,1976,USD Constant,NA
Turkmenistan,1976,USD Current,NA
Turkmenistan,1976,GDP Percent,NA
Turkmenistan,1976,Government Percent,NA
Turkmenistan,1976,Military Capita Spending,NA
Turkmenistan,1977,USD Constant,NA
Turkmenistan,1977,USD Current,NA
Turkmenistan,1977,GDP Percent,NA
Turkmenistan,1977,Government Percent,NA
Turkmenistan,1977,Military Capita Spending,NA
Turkmenistan,1978,USD Constant,NA
Turkmenistan,1978,USD Current,NA
Turkmenistan,1978,GDP Percent,NA
Turkmenistan,1978,Government Percent,NA
Turkmenistan,1978,Military Capita Spending,NA
Turkmenistan,1979,USD Constant,NA
Turkmenistan,1979,USD Current,NA
Turkmenistan,1979,GDP Percent,NA
Turkmenistan,1979,Government Percent,NA
Turkmenistan,1979,Military Capita Spending,NA
Turkmenistan,1980,USD Constant,NA
Turkmenistan,1980,USD Current,NA
Turkmenistan,1980,GDP Percent,NA
Turkmenistan,1980,Government Percent,NA
Turkmenistan,1980,Military Capita Spending,NA
Turkmenistan,1981,USD Constant,NA
Turkmenistan,1981,USD Current,NA
Turkmenistan,1981,GDP Percent,NA
Turkmenistan,1981,Government Percent,NA
Turkmenistan,1981,Military Capita Spending,NA
Turkmenistan,1982,USD Constant,NA
Turkmenistan,1982,USD Current,NA
Turkmenistan,1982,GDP Percent,NA
Turkmenistan,1982,Government Percent,NA
Turkmenistan,1982,Military Capita Spending,NA
Turkmenistan,1983,USD Constant,NA
Turkmenistan,1983,USD Current,NA
Turkmenistan,1983,GDP Percent,NA
Turkmenistan,1983,Government Percent,NA
Turkmenistan,1983,Military Capita Spending,NA
Turkmenistan,1984,USD Constant,NA
Turkmenistan,1984,USD Current,NA
Turkmenistan,1984,GDP Percent,NA
Turkmenistan,1984,Government Percent,NA
Turkmenistan,1984,Military Capita Spending,NA
Turkmenistan,1985,USD Constant,NA
Turkmenistan,1985,USD Current,NA
Turkmenistan,1985,GDP Percent,NA
Turkmenistan,1985,Government Percent,NA
Turkmenistan,1985,Military Capita Spending,NA
Turkmenistan,1986,USD Constant,NA
Turkmenistan,1986,USD Current,NA
Turkmenistan,1986,GDP Percent,NA
Turkmenistan,1986,Government Percent,NA
Turkmenistan,1986,Military Capita Spending,NA
Turkmenistan,1987,USD Constant,NA
Turkmenistan,1987,USD Current,NA
Turkmenistan,1987,GDP Percent,NA
Turkmenistan,1987,Government Percent,NA
Turkmenistan,1987,Military Capita Spending,NA
Turkmenistan,1988,USD Constant,NA
Turkmenistan,1988,USD Current,NA
Turkmenistan,1988,GDP Percent,NA
Turkmenistan,1988,Government Percent,NA
Turkmenistan,1988,Military Capita Spending,NA
Turkmenistan,1989,USD Constant,NA
Turkmenistan,1989,USD Current,NA
Turkmenistan,1989,GDP Percent,NA
Turkmenistan,1989,Government Percent,NA
Turkmenistan,1989,Military Capita Spending,NA
Turkmenistan,1990,USD Constant,NA
Turkmenistan,1990,USD Current,NA
Turkmenistan,1990,GDP Percent,NA
Turkmenistan,1990,Government Percent,NA
Turkmenistan,1990,Military Capita Spending,NA
Turkmenistan,1991,USD Constant,NA
Turkmenistan,1991,USD Current,NA
Turkmenistan,1991,GDP Percent,NA
Turkmenistan,1991,Government Percent,NA
Turkmenistan,1991,Military Capita Spending,NA
Turkmenistan,1992,USD Constant,NA
Turkmenistan,1992,USD Current,NA
Turkmenistan,1992,GDP Percent,NA
Turkmenistan,1992,Government Percent,NA
Turkmenistan,1992,Military Capita Spending,NA
Turkmenistan,1993,USD Constant,NA
Turkmenistan,1993,USD Current,NA
Turkmenistan,1993,GDP Percent,NA
Turkmenistan,1993,Government Percent,NA
Turkmenistan,1993,Military Capita Spending,NA
Turkmenistan,1994,USD Constant,111458864
Turkmenistan,1994,USD Current,79583333
Turkmenistan,1994,GDP Percent,1.8
Turkmenistan,1994,Government Percent,NA
Turkmenistan,1994,Military Capita Spending,19
Turkmenistan,1995,USD Constant,99380196
Turkmenistan,1995,USD Current,135612613
Turkmenistan,1995,GDP Percent,2.32
Turkmenistan,1995,Government Percent,NA
Turkmenistan,1995,Military Capita Spending,32
Turkmenistan,1996,USD Constant,95654418
Turkmenistan,1996,USD Current,48549387
Turkmenistan,1996,GDP Percent,2.04
Turkmenistan,1996,Government Percent,NA
Turkmenistan,1996,Military Capita Spending,11
Turkmenistan,1997,USD Constant,144795761
Turkmenistan,1997,USD Current,106190591
Turkmenistan,1997,GDP Percent,3.96
Turkmenistan,1997,Government Percent,15.83
Turkmenistan,1997,Military Capita Spending,24
Turkmenistan,1998,USD Constant,122770201
Turkmenistan,1998,USD Current,87510040
Turkmenistan,1998,GDP Percent,3.11
Turkmenistan,1998,Government Percent,12.82
Turkmenistan,1998,Military Capita Spending,20
Turkmenistan,1999,USD Constant,132795430
Turkmenistan,1999,USD Current,111923077
Turkmenistan,1999,GDP Percent,2.9
Turkmenistan,1999,Government Percent,14.96
Turkmenistan,1999,Military Capita Spending,25
Turkmenistan,2000,USD Constant,NA
Turkmenistan,2000,USD Current,NA
Turkmenistan,2000,GDP Percent,NA
Turkmenistan,2000,Government Percent,NA
Turkmenistan,2000,Military Capita Spending,NA
Turkmenistan,2001,USD Constant,NA
Turkmenistan,2001,USD Current,NA
Turkmenistan,2001,GDP Percent,NA
Turkmenistan,2001,Government Percent,NA
Turkmenistan,2001,Military Capita Spending,NA
Turkmenistan,2002,USD Constant,NA
Turkmenistan,2002,USD Current,NA
Turkmenistan,2002,GDP Percent,NA
Turkmenistan,2002,Government Percent,NA
Turkmenistan,2002,Military Capita Spending,NA
Turkmenistan,2003,USD Constant,NA
Turkmenistan,2003,USD Current,NA
Turkmenistan,2003,GDP Percent,NA
Turkmenistan,2003,Government Percent,NA
Turkmenistan,2003,Military Capita Spending,NA
Turkmenistan,2004,USD Constant,NA
Turkmenistan,2004,USD Current,NA
Turkmenistan,2004,GDP Percent,NA
Turkmenistan,2004,Government Percent,NA
Turkmenistan,2004,Military Capita Spending,NA
Turkmenistan,2005,USD Constant,NA
Turkmenistan,2005,USD Current,NA
Turkmenistan,2005,GDP Percent,NA
Turkmenistan,2005,Government Percent,NA
Turkmenistan,2005,Military Capita Spending,NA
Turkmenistan,2006,USD Constant,NA
Turkmenistan,2006,USD Current,NA
Turkmenistan,2006,GDP Percent,NA
Turkmenistan,2006,Government Percent,NA
Turkmenistan,2006,Military Capita Spending,NA
Turkmenistan,2007,USD Constant,NA
Turkmenistan,2007,USD Current,NA
Turkmenistan,2007,GDP Percent,NA
Turkmenistan,2007,Government Percent,NA
Turkmenistan,2007,Military Capita Spending,NA
Turkmenistan,2008,USD Constant,NA
Turkmenistan,2008,USD Current,NA
Turkmenistan,2008,GDP Percent,NA
Turkmenistan,2008,Government Percent,NA
Turkmenistan,2008,Military Capita Spending,NA
Turkmenistan,2009,USD Constant,NA
Turkmenistan,2009,USD Current,NA
Turkmenistan,2009,GDP Percent,NA
Turkmenistan,2009,Government Percent,NA
Turkmenistan,2009,Military Capita Spending,NA
Turkmenistan,2010,USD Constant,NA
Turkmenistan,2010,USD Current,NA
Turkmenistan,2010,GDP Percent,NA
Turkmenistan,2010,Government Percent,NA
Turkmenistan,2010,Military Capita Spending,NA
Turkmenistan,2011,USD Constant,NA
Turkmenistan,2011,USD Current,NA
Turkmenistan,2011,GDP Percent,NA
Turkmenistan,2011,Government Percent,NA
Turkmenistan,2011,Military Capita Spending,NA
Turkmenistan,2012,USD Constant,NA
Turkmenistan,2012,USD Current,NA
Turkmenistan,2012,GDP Percent,NA
Turkmenistan,2012,Government Percent,NA
Turkmenistan,2012,Military Capita Spending,NA
Turkmenistan,2013,USD Constant,NA
Turkmenistan,2013,USD Current,NA
Turkmenistan,2013,GDP Percent,NA
Turkmenistan,2013,Government Percent,NA
Turkmenistan,2013,Military Capita Spending,NA
Turkmenistan,2014,USD Constant,NA
Turkmenistan,2014,USD Current,NA
Turkmenistan,2014,GDP Percent,NA
Turkmenistan,2014,Government Percent,NA
Turkmenistan,2014,Military Capita Spending,NA
Turkmenistan,2015,USD Constant,NA
Turkmenistan,2015,USD Current,NA
Turkmenistan,2015,GDP Percent,NA
Turkmenistan,2015,Government Percent,NA
Turkmenistan,2015,Military Capita Spending,NA
Turkmenistan,2016,USD Constant,NA
Turkmenistan,2016,USD Current,NA
Turkmenistan,2016,GDP Percent,NA
Turkmenistan,2016,Government Percent,NA
Turkmenistan,2016,Military Capita Spending,NA
Turkmenistan,2017,USD Constant,NA
Turkmenistan,2017,USD Current,NA
Turkmenistan,2017,GDP Percent,NA
Turkmenistan,2017,Government Percent,NA
Turkmenistan,2017,Military Capita Spending,NA
Turkmenistan,2018,USD Constant,NA
Turkmenistan,2018,USD Current,NA
Turkmenistan,2018,GDP Percent,NA
Turkmenistan,2018,Government Percent,NA
Turkmenistan,2018,Military Capita Spending,NA
Turkmenistan,2019,USD Constant,NA
